
#################################################################
Log started at 2025-06-12_14-01-29 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Checksum failed. Expected: d78e, Got: 85a0
Checksum failed. Expected: 2a1e, Got: 7ced
Checksum failed. Expected: 0313, Got: 9168
Checksum failed. Expected: 4148, Got: a5e3
Checksum failed. Expected: 8a0d, Got: ba5e
Checksum failed. Expected: e476, Got: ced9
Checksum failed. Expected: 7dab, Got: e353
Checksum failed. Expected: 062f, Got: f7ce
Checksum failed. Expected: 8b7e, Got: 0c49
Checksum failed. Expected: a404, Got: 20c4
Checksum failed. Expected: cf7f, Got: 353f
Checksum failed. Expected: 51a0, Got: 49ba
Checksum failed. Expected: 350e, Got: 5e35
Checksum failed. Expected: 81dd, Got: 72b0
Checksum failed. Expected: 70c4, Got: 872b
Checksum failed. Expected: 6a0d, Got: 9ba5
Checksum failed. Expected: bf6c, Got: b020
Checksum failed. Expected: db2b, Got: c49b
Checksum failed. Expected: dbcd, Got: d916
Checksum failed. Expected: 2586, Got: ed91
Checksum failed. Expected: 20e7, Got: 020c
Checksum failed. Expected: c99d, Got: 1687
Checksum failed. Expected: fd7b, Got: 2b02
Checksum failed. Expected: a433, Got: 3f7c
Checksum failed. Expected: 943b, Got: 53f7
Checksum failed. Expected: 2c65, Got: 6872
Checksum failed. Expected: 4824, Got: 7ced
Checksum failed. Expected: 972b, Got: 9168
Checksum failed. Expected: 5f4e, Got: a5e3
Checksum failed. Expected: d92e, Got: ba5e
Checksum failed. Expected: 0cea, Got: ced9
Checksum failed. Expected: 3b91, Got: e353
Checksum failed. Expected: 79dc, Got: f7ce
Checksum failed. Expected: afc6, Got: 0c49
Checksum failed. Expected: 03d5, Got: 20c4
Checksum failed. Expected: ee90, Got: 353f
Checksum failed. Expected: 6e9b, Got: 49ba
Checksum failed. Expected: 60a3, Got: 5e35
Checksum failed. Expected: 7f83, Got: 72b0
Checksum failed. Expected: 8993, Got: 872b
Checksum failed. Expected: e93e, Got: 9ba5
Checksum failed. Expected: 7b3c, Got: b020
Checksum failed. Expected: 08d6, Got: c49b
Checksum failed. Expected: 7a5e, Got: d916
Checksum failed. Expected: 1166, Got: ed91
Checksum failed. Expected: adb2, Got: 020c
Checksum failed. Expected: e161, Got: 1687
Checksum failed. Expected: 6078, Got: 2b02
Checksum failed. Expected: 911e, Got: 3f7c
Checksum failed. Expected: 2fa0, Got: 53f7
Checksum failed. Expected: 7a7b, Got: 6872
Checksum failed. Expected: bde7, Got: 7ced
Checksum failed. Expected: 9e34, Got: 9168
Checksum failed. Expected: ea03, Got: a5e3
Checksum failed. Expected: acfb, Got: ba5e
Checksum failed. Expected: e2d8, Got: ced9
Checksum failed. Expected: 5cb8, Got: e353
Checksum failed. Expected: 4346, Got: f7ce
Checksum failed. Expected: 56af, Got: 0c49
Checksum failed. Expected: 540c, Got: 20c4
Checksum failed. Expected: 88ea, Got: 353f
Checksum failed. Expected: 3e47, Got: 49ba
Checksum failed. Expected: 304f, Got: 5e35
Checksum failed. Expected: 0e64, Got: 72b0
Checksum failed. Expected: 7252, Got: 872b
Checksum failed. Expected: 8398, Got: 9ba5
Checksum failed. Expected: df44, Got: b020
Checksum failed. Expected: a230, Got: c49b
Checksum failed. Expected: 8bd5, Got: d916
Checksum failed. Expected: 64b3, Got: ed91
Checksum failed. Expected: f586, Got: 020c
Checksum failed. Expected: 64be, Got: 1687
Checksum failed. Expected: d004, Got: 2b02
Checksum failed. Expected: 8661, Got: 3f7c
Checksum failed. Expected: c4c3, Got: 53f7
Checksum failed. Expected: fdd8, Got: 6872
Checksum failed. Expected: 8a72, Got: 7ced
Checksum failed. Expected: 7f9b, Got: 9168
Checksum failed. Expected: a8e9, Got: a5e3
Checksum failed. Expected: e314, Got: ba5e
Checksum failed. Expected: 6b77, Got: ced9
Checksum failed. Expected: e76d, Got: e353
Checksum failed. Expected: d332, Got: f7ce
Checksum failed. Expected: 03da, Got: 0c49
Checksum failed. Expected: 5b15, Got: 20c4
Checksum failed. Expected: ac32, Got: 353f
Checksum failed. Expected: f0a9, Got: 49ba
Checksum failed. Expected: a0db, Got: 5e35
Checksum failed. Expected: c0c6, Got: 72b0
Checksum failed. Expected: 2193, Got: 872b
Checksum failed. Expected: c84b, Got: 9ba5
Checksum failed. Expected: 7251, Got: b020
Checksum failed. Expected: 4919, Got: c49b
Checksum failed. Expected: bec2, Got: d916
Checksum failed. Expected: 0344, Got: ed91

Exiting...
