
#################################################################
Log started at 2025-06-12_13-38-13 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Checksum failed. Expected: a77e, Got: 8594
Checksum failed. Expected: 0f43, Got: 7565
Checksum failed. Expected: b793, Got: 7565
Checksum failed. Expected: 42a9, Got: 7565
Checksum failed. Expected: b895, Got: 7565
Checksum failed. Expected: fa19, Got: 7565
Checksum failed. Expected: 5cdd, Got: 7565
Checksum failed. Expected: 8d3f, Got: 7565
Checksum failed. Expected: 3d9f, Got: 7565
Checksum failed. Expected: 3895, Got: 7565
Checksum failed. Expected: d0c5, Got: 7565
Checksum failed. Expected: 1f63, Got: 7565
Checksum failed. Expected: 65ef, Got: 7565
Checksum failed. Expected: 8733, Got: 7565
Checksum failed. Expected: 3fa3, Got: 7565
Checksum failed. Expected: d4cd, Got: 7565
Checksum failed. Expected: 0835, Got: 7565
Checksum failed. Expected: 7107, Got: 7565
Checksum failed. Expected: 44ad, Got: 7565
Checksum failed. Expected: 032b, Got: 7565
Checksum failed. Expected: 64ed, Got: 7565
Checksum failed. Expected: 9c5d, Got: 7565
Checksum failed. Expected: a065, Got: 7565
Checksum failed. Expected: 750f, Got: 7565
Checksum failed. Expected: a065, Got: 7565
Checksum failed. Expected: 730b, Got: 7565
Checksum failed. Expected: 2065, Got: 7565
Checksum failed. Expected: 9c5d, Got: 7565
Checksum failed. Expected: f209, Got: 7565
Checksum failed. Expected: f40d, Got: 7565
Checksum failed. Expected: dfe3, Got: 7565
Checksum failed. Expected: fd1f, Got: 7565
Checksum failed. Expected: c9b7, Got: 7565
Checksum failed. Expected: 5ad9, Got: 7565
Checksum failed. Expected: d8d5, Got: 7565
Checksum failed. Expected: 944d, Got: 7565
Checksum failed. Expected: c6b1, Got: 7565
Checksum failed. Expected: 7a19, Got: 7565
Checksum failed. Expected: 8937, Got: 7565
Checksum failed. Expected: b48d, Got: 7565
Checksum failed. Expected: 5ad9, Got: 7565
Checksum failed. Expected: aa79, Got: 7565
Checksum failed. Expected: d8d5, Got: 7565
Checksum failed. Expected: e8f5, Got: 7565
Checksum failed. Expected: 54cd, Got: 7565
Checksum failed. Expected: 49b7, Got: 7565
Checksum failed. Expected: c6b1, Got: 7565
Checksum failed. Expected: f30b, Got: 7565
Checksum failed. Expected: 9753, Got: 7565
Checksum failed. Expected: b895, Got: 7565
Checksum failed. Expected: a46d, Got: 7565
Checksum failed. Expected: 46b1, Got: 7565
Checksum failed. Expected: 51c7, Got: 7565
Checksum failed. Expected: 2773, Got: 7565
Checksum failed. Expected: 3a99, Got: 7565
Checksum failed. Expected: 8a39, Got: 7565
Checksum failed. Expected: a773, Got: 7565
Checksum failed. Expected: 1651, Got: 7565
Checksum failed. Expected: a56f, Got: 7565
Checksum failed. Expected: 052f, Got: 7565
Checksum failed. Expected: 67f3, Got: 7565
Checksum failed. Expected: 69f7, Got: 7565
Checksum failed. Expected: 7e21, Got: 7565
Checksum failed. Expected: 7b1b, Got: 7565
Checksum failed. Expected: 6af9, Got: 7565
Checksum failed. Expected: 032b, Got: 7565
Checksum failed. Expected: a56f, Got: 7565
Checksum failed. Expected: 0937, Got: 7565
Checksum failed. Expected: 55cf, Got: 7565
Checksum failed. Expected: bc9d, Got: 7565
Checksum failed. Expected: 2269, Got: 7565
Checksum failed. Expected: f917, Got: 7565
Checksum failed. Expected: ff23, Got: 7565
Checksum failed. Expected: a875, Got: 7565
Checksum failed. Expected: e5ef, Got: 7565
Checksum failed. Expected: dad9, Got: 7565
Checksum failed. Expected: 42a9, Got: 7565
Checksum failed. Expected: 3085, Got: 7565
Checksum failed. Expected: f40d, Got: 7565
Checksum failed. Expected: fe21, Got: 7565
Checksum failed. Expected: b691, Got: 7565
Checksum failed. Expected: 1e61, Got: 7565
Checksum failed. Expected: 0c3d, Got: 7565
Checksum failed. Expected: 7c1d, Got: 7565
Checksum failed. Expected: 0e41, Got: 7565
Checksum failed. Expected: 8b3b, Got: 7565
Checksum failed. Expected: 7107, Got: 7565
Checksum failed. Expected: dfe3, Got: 7565
Checksum failed. Expected: a46d, Got: 7565
Checksum failed. Expected: 5fe3, Got: 7565
Checksum failed. Expected: d6d1, Got: 7565
Checksum failed. Expected: cbbb, Got: 7565
Checksum failed. Expected: 61e7, Got: 7565
Checksum failed. Expected: 7d1f, Got: 7565
Checksum failed. Expected: f005, Got: 7565
Checksum failed. Expected: fd1f, Got: 7565
Checksum failed. Expected: f005, Got: 7565
Checksum failed. Expected: 934b, Got: 7565
Checksum failed. Expected: 0229, Got: 7565
Checksum failed. Expected: d0c5, Got: 7565
Checksum failed. Expected: a773, Got: 7565
Checksum failed. Expected: 54cd, Got: 7565
Checksum failed. Expected: 042d, Got: 7565
Checksum failed. Expected: 0c3d, Got: 7565
Checksum failed. Expected: cbbb, Got: 7565
Checksum failed. Expected: 1045, Got: 7565
Checksum failed. Expected: ab7b, Got: 7565
Checksum failed. Expected: 9147, Got: 7565
Checksum failed. Expected: d9d7, Got: 7565
Checksum failed. Expected: 2977, Got: 7565
Checksum failed. Expected: f40d, Got: 7565
Checksum failed. Expected: 954f, Got: 7565
Checksum failed. Expected: 3a99, Got: 7565
Checksum failed. Expected: c0a5, Got: 7565
Checksum failed. Expected: f30b, Got: 7565
Checksum failed. Expected: 9147, Got: 7565
Checksum failed. Expected: bb9b, Got: 7565
Checksum failed. Expected: d9d7, Got: 7565
Checksum failed. Expected: a167, Got: 7565
Checksum failed. Expected: cab9, Got: 7565
Checksum failed. Expected: 0c3d, Got: 7565
Checksum failed. Expected: 58d5, Got: 7565
Checksum failed. Expected: dfe3, Got: 7565

Exiting...
