
#################################################################
Log started at 2025-06-12_13-57-59 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Checksum failed. Expected: d78e, Got: 85a0
Checksum failed. Expected: ebd2, Got: 624d
Checksum failed. Expected: 3438, Got: 8b43
Checksum failed. Expected: 1405, Got: b439
Checksum failed. Expected: 5608, Got: dd2f
Checksum failed. Expected: bd98, Got: 0624
Checksum failed. Expected: 92ea, Got: 2f1a
Checksum failed. Expected: a6f3, Got: 5810
Checksum failed. Expected: 10ae, Got: 8106
Checksum failed. Expected: 937c, Got: a9fb
Checksum failed. Expected: fa43, Got: d2f1
Checksum failed. Expected: db1b, Got: fbe7
Checksum failed. Expected: e4a1, Got: 24dd
Checksum failed. Expected: 3b73, Got: 4dd2
Checksum failed. Expected: 1a4b, Got: 76c8
Checksum failed. Expected: 0165, Got: 9fbe
Checksum failed. Expected: 0087, Got: c8b4
Checksum failed. Expected: c52b, Got: f1a9
Checksum failed. Expected: c66f, Got: 1a9f
Checksum failed. Expected: c89a, Got: 4395
Checksum failed. Expected: 710a, Got: 6c8b
Checksum failed. Expected: 50cc, Got: 9581
Checksum failed. Expected: ff7e, Got: be76
Checksum failed. Expected: b05c, Got: e76c
Checksum failed. Expected: 3857, Got: 1062
Checksum failed. Expected: c14f, Got: 3958
Checksum failed. Expected: 9df0, Got: 624d
Checksum failed. Expected: c4e0, Got: 8b43
Checksum failed. Expected: 8879, Got: b439
Checksum failed. Expected: 78f6, Got: dd2f

Exiting...
