
#################################################################
Log started at 2025-06-12_14-01-20 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Checksum failed. Expected: a77e, Got: 8594
Checksum failed. Expected: a773, Got: 7565
Checksum failed. Expected: b38b, Got: 7565
Checksum failed. Expected: 5ad9, Got: 7565
Checksum failed. Expected: b691, Got: 7565
Checksum failed. Expected: e1e7, Got: 7565
Checksum failed. Expected: 9a59, Got: 7565
Checksum failed. Expected: 49b7, Got: 7565
Checksum failed. Expected: f005, Got: 7565
Checksum failed. Expected: 0631, Got: 7565
Checksum failed. Expected: 8d3f, Got: 7565
Checksum failed. Expected: 2f83, Got: 7565
Checksum failed. Expected: 55cf, Got: 7565
Checksum failed. Expected: 1a59, Got: 7565
Checksum failed. Expected: f107, Got: 7565

Exiting...
