
#################################################################
Log started at 2025-06-12_13-53-03 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Checksum failed. Expected: a77e, Got: 8594
Checksum failed. Expected: 4bbb, Got: 7565
Checksum failed. Expected: 2167, Got: 7565
Checksum failed. Expected: c5af, Got: 7565
Checksum failed. Expected: 7815, Got: 7565
Checksum failed. Expected: b997, Got: 7565
Checksum failed. Expected: 63eb, Got: 7565
Checksum failed. Expected: fa19, Got: 7565
Checksum failed. Expected: bc9d, Got: 7565
Checksum failed. Expected: dcdd, Got: 7565
Checksum failed. Expected: eaf9, Got: 7565
Checksum failed. Expected: e5ef, Got: 7565
Checksum failed. Expected: ff23, Got: 7565
Checksum failed. Expected: 9249, Got: 7565
Checksum failed. Expected: 0b3b, Got: 7565
Checksum failed. Expected: d1c7, Got: 7565
Checksum failed. Expected: 8631, Got: 7565
Checksum failed. Expected: ab7b, Got: 7565
Checksum failed. Expected: 934b, Got: 7565
Checksum failed. Expected: 3b9b, Got: 7565
Checksum failed. Expected: 8c3d, Got: 7565
Checksum failed. Expected: 0631, Got: 7565
Checksum failed. Expected: 63eb, Got: 7565
Checksum failed. Expected: 3c9d, Got: 7565
Checksum failed. Expected: a875, Got: 7565
Checksum failed. Expected: 0631, Got: 7565
Checksum failed. Expected: 2f83, Got: 7565
Checksum failed. Expected: 4bbb, Got: 7565
Checksum failed. Expected: 58d5, Got: 7565
Checksum failed. Expected: 6cfd, Got: 7565
Checksum failed. Expected: 2167, Got: 7565
Checksum failed. Expected: ae81, Got: 7565
Checksum failed. Expected: ef03, Got: 7565
Checksum failed. Expected: 6af9, Got: 7565
Checksum failed. Expected: d8d5, Got: 7565
Checksum failed. Expected: a065, Got: 7565
Checksum failed. Expected: e2e9, Got: 7565
Checksum failed. Expected: c4ad, Got: 7565
Checksum failed. Expected: 42a9, Got: 7565
Checksum failed. Expected: 0127, Got: 7565
Checksum failed. Expected: 042d, Got: 7565
Checksum failed. Expected: c0a5, Got: 7565
Checksum failed. Expected: 48b5, Got: 7565
Checksum failed. Expected: dee1, Got: 7565
Checksum failed. Expected: a671, Got: 7565
Checksum failed. Expected: 8f43, Got: 7565
Checksum failed. Expected: ac7d, Got: 7565
Checksum failed. Expected: 52c9, Got: 7565
Checksum failed. Expected: 750f, Got: 7565
Checksum failed. Expected: 7b1b, Got: 7565
Checksum failed. Expected: f917, Got: 7565

Exiting...
